WorkClass;Occupation;Education;Sexe;Race;Age;Relationship;Marital_satus;Native_Country;Hours_per_week;Salary
 Private; Prof-specialty; Bachelors; Male; White;36; Husband; Married-civ-spouse; United-States;45; >50K
 Self-emp-not-inc; Craft-repair; Masters; Male; White;46; Husband; Married-civ-spouse; United-States;50; >50K
 Federal-gov; Craft-repair; HS-grad; Male; White;33; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Sales; Masters; Male; White;55; Husband; Married-civ-spouse; United-States;50; >50K
 Private; Craft-repair; Assoc-voc; Male; White;24; Own-child; Never-married; United-States;40; <=50K
 Private; Transport-moving; HS-grad; Male; White;37; Not-in-family; Divorced; United-States;40; <=50K
 Local-gov; Protective-serv; Assoc-acdm; Male; Asian-Pac-Islander;28; Husband; Married-civ-spouse; Hong;40; >50K
 Self-emp-inc; Exec-managerial; Some-college; Male; White;49; Husband; Married-civ-spouse; United-States;50; >50K
 Private; Other-service; Some-college; Female; White;19; Own-child; Never-married; United-States;25; <=50K
 Private; Other-service; 12th; Male; White;18; Own-child; Never-married; United-States;20; <=50K
 Self-emp-not-inc; Sales; Assoc-acdm; Female; White;36; Unmarried; Divorced; United-States;35; <=50K
 Private; Sales; HS-grad; Male; White;60; Husband; Married-civ-spouse; United-States;40; >50K
 Private; Exec-managerial; Bachelors; Male; White;30; Husband; Married-civ-spouse; United-States;45; >50K
 Private; Exec-managerial; Assoc-voc; Male; White;39; Husband; Married-civ-spouse; United-States;40; <=50K
 Local-gov; Prof-specialty; Bachelors; Female; Black;26; Not-in-family; Never-married; United-States;40; <=50K
 Private; Machine-op-inspct; HS-grad; Male; White;47; Not-in-family; Divorced; United-States;40; <=50K
 Local-gov; Protective-serv; Bachelors; Male; White;42; Husband; Married-civ-spouse; United-States;42; <=50K
 Private; Adm-clerical; HS-grad; Male; White;28; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Craft-repair; HS-grad; Male; White;24; Not-in-family; Never-married; United-States;40; <=50K
 Private; Exec-managerial; Some-college; Male; White;38; Husband; Married-civ-spouse; United-States;55; >50K
 Private; Sales; Some-college; Male; White;46; Not-in-family; Separated; United-States;55; <=50K
 Private; Adm-clerical; Bachelors; Female; Black;37; Unmarried; Never-married; United-States;27; <=50K
 Private; Other-service; Some-college; Female; White;21; Not-in-family; Never-married; United-States;40; <=50K
 Local-gov; Protective-serv; Some-college; Male; White;36; Husband; Married-civ-spouse; United-States;56; >50K
 Private; Adm-clerical; HS-grad; Male; White;37; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Machine-op-inspct; HS-grad; Female; White;43; Wife; Married-civ-spouse; Nicaragua;40; <=50K
 Private; Other-service; Bachelors; Female; White;48; Unmarried; Widowed; United-States;20; <=50K
 Private; Exec-managerial; Bachelors; Female; White;23; Not-in-family; Never-married; United-States;38; <=50K
 Federal-gov; Armed-Forces; 12th; Male; White;34; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Sales; Assoc-acdm; Female; White;36; Wife; Married-civ-spouse; United-States;15; <=50K
 Private; Machine-op-inspct; Assoc-voc; Male; White;38; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Craft-repair; HS-grad; Male; White;42; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Sales; Some-college; Female; Black;20; Unmarried; Separated; United-States;40; <=50K
 Private; Machine-op-inspct; Some-college; Female; White;30; Unmarried; Divorced; United-States;20; <=50K
 Private; Sales; Assoc-voc; Male; White;41; Husband; Married-civ-spouse; United-States;40; >50K
 Local-gov; Prof-specialty; Prof-school; Female; White;55; Not-in-family; Divorced; United-States;39; <=50K
 Self-emp-inc; Exec-managerial; Bachelors; Male; White;53; Husband; Married-civ-spouse; United-States;48; >50K
 Private; Sales; Some-college; Male; White;54; Husband; Married-civ-spouse; United-States;40; >50K
 Private; Craft-repair; Assoc-voc; Male; White;44; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Sales; HS-grad; Male; White;23; Husband; Married-civ-spouse; United-States;45; <=50K
 Private; Other-service; HS-grad; Female; White;30; Not-in-family; Never-married; United-States;35; <=50K
 Self-emp-not-inc; Prof-specialty; Some-college; Male; White;39; Not-in-family; Never-married; United-States;12; >50K
 Private; Craft-repair; 11th; Male; White;18; Own-child; Never-married; United-States;5; <=50K
 Private; Prof-specialty; Some-college; Male; White;30; Husband; Married-civ-spouse; United-States;68; <=50K
 Private; Craft-repair; HS-grad; Male; White;30; Husband; Married-civ-spouse; Germany;40; <=50K
 Private; Sales; Some-college; Male; White;35; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Sales; Some-college; Female; White;42; Unmarried; Divorced; United-States;43; <=50K
 Self-emp-inc; Exec-managerial; Some-college; Male; White;71; Husband; Married-civ-spouse; United-States;50; >50K
 Private; Exec-managerial; HS-grad; Male; White;51; Husband; Married-civ-spouse; United-States;50; <=50K
 Private; Exec-managerial; HS-grad; Male; White;34; Husband; Married-civ-spouse; United-States;40; >50K
 Private; Exec-managerial; Bachelors; Male; White;38; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Tech-support; Some-college; Male; White;28; Unmarried; Separated; United-States;40; >50K
 Private; Exec-managerial; Some-college; Male; White;19; Own-child; Never-married; United-States;40; <=50K
 Local-gov; Other-service; HS-grad; Male; White;58; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Adm-clerical; HS-grad; Female; White;37; Wife; Married-civ-spouse; United-States;40; <=50K
 Private; Craft-repair; 9th; Male; Black;53; Not-in-family; Never-married; Jamaica;40; <=50K
 Private; Machine-op-inspct; 11th; Female; White;56; Not-in-family; Separated; United-States;40; <=50K
 State-gov; Adm-clerical; Some-college; Male; Black;25; Husband; Married-civ-spouse; United-States;38; <=50K
 Private; Prof-specialty; HS-grad; Male; Black;26; Not-in-family; Married-civ-spouse; United-States;40; <=50K
 Private; Prof-specialty; Bachelors; Female; White;36; Own-child; Divorced; United-States;40; <=50K
 Private; Machine-op-inspct; HS-grad; Male; White;21; Own-child; Never-married; United-States;60; <=50K
 Self-emp-not-inc; Farming-fishing; 11th; Male; White;68; Unmarried; Never-married; United-States;20; <=50K
 Private; Craft-repair; Assoc-acdm; Male; White;50; Not-in-family; Divorced; United-States;40; <=50K
 Private; Craft-repair; HS-grad; Male; White;56; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Other-service; Some-college; Female; White;19; Own-child; Never-married; United-States;4; <=50K
 Private; Other-service; HS-grad; Female; White;37; Unmarried; Divorced; United-States;12; <=50K
 Private; Other-service; Some-college; Male; White;28; Husband; Married-civ-spouse; United-States;35; >50K
 Private; Adm-clerical; Bachelors; Male; Black;44; Not-in-family; Divorced; United-States;65; <=50K
 Private; Transport-moving; 10th; Male; White;59; Husband; Married-civ-spouse; United-States;50; <=50K
 Local-gov; Transport-moving; 11th; Male; White;47; Husband; Married-civ-spouse; El-Salvador;40; <=50K
 Private; Prof-specialty; Prof-school; Female; White;39; Wife; Married-civ-spouse; United-States;60; >50K
 Private; Machine-op-inspct; HS-grad; Male; Black;30; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Craft-repair; HS-grad; Female; White;37; Unmarried; Divorced; United-States;48; <=50K
 Private; Adm-clerical; Assoc-voc; Female; White;26; Not-in-family; Divorced; United-States;55; <=50K
 Private; Other-service; HS-grad; Female; White;19; Own-child; Never-married; United-States;40; <=50K
 Private; Prof-specialty; Bachelors; Male; White;39; Husband; Married-civ-spouse; United-States;40; >50K
 Private; Sales; 12th; Female; White;18; Own-child; Never-married; United-States;24; <=50K
 Private; Exec-managerial; Bachelors; Female; White;22; Own-child; Never-married; United-States;30; <=50K
 Private; Transport-moving; HS-grad; Male; Black;27; Husband; Married-civ-spouse; United-States;60; <=50K
 Private; Adm-clerical; Masters; Male; White;32; Not-in-family; Never-married; United-States;40; <=50K
 Private; Adm-clerical; Some-college; Female; White;24; Not-in-family; Never-married; United-States;40; <=50K
 Private; Machine-op-inspct; Some-college; Female; White;22; Own-child; Divorced; United-States;40; <=50K
 Federal-gov; Adm-clerical; HS-grad; Female; White;46; Wife; Married-civ-spouse; United-States;40; >50K
 Private; Adm-clerical; HS-grad; Female; Black;30; Unmarried; Divorced; United-States;62; <=50K
 Private; Exec-managerial; Bachelors; Male; White;43; Husband; Married-civ-spouse; United-States;40; >50K
 Private; Craft-repair; 11th; Male; White;58; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Craft-repair; 11th; Male; White;22; Own-child; Never-married; United-States;30; <=50K
 Private; Craft-repair; HS-grad; Male; White;29; Not-in-family; Never-married; United-States;40; <=50K
 Local-gov; Prof-specialty; HS-grad; Female; White;61; Not-in-family; Widowed; United-States;40; <=50K
 Private; Transport-moving; Some-college; Male; White;34; Not-in-family; Divorced; United-States;40; <=50K
 Private; Prof-specialty; Bachelors; Female; White;41; Not-in-family; Divorced; United-States;50; >50K
 Private; Prof-specialty; Bachelors; Female; Black;46; Unmarried; Separated; United-States;36; <=50K
 Private; Adm-clerical; Assoc-acdm; Female; Amer-Indian-Eskimo;21; Wife; Married-civ-spouse; United-States;46; >50K
 Self-emp-not-inc; Craft-repair; Assoc-voc; Male; White;30; Not-in-family; Divorced; United-States;49; <=50K
 Self-emp-not-inc; Transport-moving; HS-grad; Male; White;41; Husband; Married-civ-spouse; United-States;45; <=50K
 Private; Sales; Bachelors; Male; White;52; Not-in-family; Divorced; United-States;60; <=50K
 Private; Exec-managerial; HS-grad; Male; White;35; Husband; Married-civ-spouse; United-States;40; >50K
 Federal-gov; Exec-managerial; Masters; Female; White;42; Not-in-family; Never-married; United-States;60; >50K
 Private; Transport-moving; HS-grad; Male; White;30; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Prof-specialty; Bachelors; Male; White;24; Husband; Married-civ-spouse; United-States;44; >50K
 Private; Prof-specialty; Bachelors; Female; White;41; Own-child; Divorced; United-States;40; <=50K
 Private; Prof-specialty; HS-grad; Male; White;56; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Sales; Some-college; Male; White;23; Not-in-family; Never-married; United-States;25; <=50K
 Private; Adm-clerical; HS-grad; Female; White;62; Not-in-family; Widowed; United-States;38; <=50K
 Federal-gov; Tech-support; Bachelors; Male; White;46; Husband; Married-civ-spouse; United-States;40; >50K
 Private; Transport-moving; Some-college; Male; Black;41; Not-in-family; Never-married; United-States;43; <=50K
 Private; Farming-fishing; Some-college; Male; White;36; Husband; Married-civ-spouse; United-States;56; >50K
 Private; Tech-support; Some-college; Male; White;38; Husband; Married-civ-spouse; United-States;40; >50K
 Private; Prof-specialty; Prof-school; Male; White;45; Not-in-family; Never-married; United-States;40; >50K
 State-gov; Protective-serv; Some-college; Male; White;29; Not-in-family; Never-married; United-States;36; <=50K
 State-gov; Protective-serv; HS-grad; Male; White;53; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Transport-moving; HS-grad; Male; White;35; Husband; Married-civ-spouse; United-States;50; <=50K
 Private; Other-service; 12th; Female; Black;22; Unmarried; Married-spouse-absent; United-States;50; <=50K
 Private; Adm-clerical; HS-grad; Male; White;43; Husband; Married-civ-spouse; United-States;40; >50K
 Private; Sales; HS-grad; Female; White;57; Unmarried; Widowed; United-States;32; <=50K
 State-gov; Other-service; HS-grad; Female; White;37; Own-child; Never-married; United-States;40; <=50K
 Local-gov; Prof-specialty; Bachelors; Female; White;39; Wife; Married-civ-spouse; United-States;42; <=50K
 Private; Adm-clerical; 10th; Male; Black;46; Own-child; Divorced; United-States;40; <=50K
 Private; Machine-op-inspct; HS-grad; Female; White;45; Unmarried; Divorced; United-States;40; <=50K
 Self-emp-not-inc; Craft-repair; Some-college; Male; White;45; Husband; Married-civ-spouse; United-States;40; >50K
 Private; Handlers-cleaners; HS-grad; Male; White;33; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Machine-op-inspct; 11th; Female; White;24; Unmarried; Divorced; United-States;40; <=50K
 Private; Craft-repair; 10th; Male; White;38; Not-in-family; Divorced; United-States;40; <=50K
 Private; Exec-managerial; HS-grad; Male; Black;19; Not-in-family; Never-married; United-States;32; <=50K
 Local-gov; Prof-specialty; Masters; Female; White;55; Unmarried; Widowed; United-States;50; <=50K
 Private; Other-service; 10th; Male; White;17; Own-child; Never-married; United-States;25; <=50K
 Private; Prof-specialty; Doctorate; Male; White;68; Husband; Married-civ-spouse; United-States;55; >50K
 Private; Other-service; Bachelors; Male; Asian-Pac-Islander;27; Not-in-family; Never-married; Philippines;40; <=50K
 Private; Adm-clerical; HS-grad; Female; White;24; Own-child; Never-married; United-States;40; <=50K
 Private; Exec-managerial; HS-grad; Female; Black;31; Unmarried; Divorced; United-States;40; <=50K
 Self-emp-not-inc; Other-service; HS-grad; Male; White;63; Husband; Married-civ-spouse; United-States;12; <=50K
 Private; Sales; Some-college; Male; Black;19; Own-child; Never-married; United-States;30; <=50K
 Private; Sales; Bachelors; Male; White;51; Not-in-family; Never-married; United-States;55; >50K
 State-gov; Protective-serv; Some-college; Female; White;53; Not-in-family; Never-married; United-States;40; <=50K
 Private; Adm-clerical; Some-college; Male; White;23; Own-child; Never-married; United-States;40; <=50K
 Self-emp-inc; Exec-managerial; Bachelors; Male; White;42; Husband; Married-civ-spouse; United-States;60; >50K
 State-gov; Exec-managerial; Bachelors; Male; White;56; Husband; Married-civ-spouse; United-States;40; <=50K
 Self-emp-not-inc; Other-service; 10th; Male; White;44; Husband; Married-civ-spouse; United-States;70; <=50K
 Local-gov; Craft-repair; HS-grad; Male; White;28; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Prof-specialty; Bachelors; Female; White;49; Unmarried; Never-married; United-States;40; <=50K
 Private; Prof-specialty; Bachelors; Female; White;38; Not-in-family; Divorced; United-States;50; >50K
 Private; Adm-clerical; Assoc-voc; Male; White;44; Husband; Married-civ-spouse; United-States;51; >50K
 Private; Prof-specialty; Bachelors; Male; White;37; Husband; Married-civ-spouse; United-States;40; <=50K
 Private; Other-service; HS-grad; Female; Black;20; Not-in-family; Never-married; United-States;40; <=50K
 Private; Prof-specialty; Masters; Male; White;30; Not-in-family; Never-married; Ireland;40; <=50K
 Private; Machine-op-inspct; HS-grad; Male; White;49; Husband; Married-civ-spouse; United-States;40; <=50K
 Local-gov; Prof-specialty; Masters; Male; White;51; Husband; Married-civ-spouse; United-States;40; >50K
 Private; Sales; Assoc-voc; Male; White;37; Not-in-family; Divorced; United-States;45; >50K
